2020-03-14-intervencion_presidente,,2020-03-17-Intervencion_presidente_ERTES_conciliacion,,2020-03-19_Rueda_prensa_comite_tecnico,,2020-03-19_Rueda_prensa_min_sanidad_y_vice_segundo,
Veces,Palabra,Veces,Palabra,Veces,Palabra,Veces,Palabra
1,molduras,1,perdone,1,indican,1,acusaciones
1,ancianos,1,permanezca,1,gravedad,1,entregarse
1,serie,1,mos,1,desplegados,1,tendría
1,requisitos,1,evitemos,1,zonas,1,enfrentamiento
1,vinculados,1,salidas,1,homogénea,1,ideología
1,cajero,1,imprescindibles,1,frágiles,1,distingue
1,cenar,1,conciencia,1,ingreso,1,territorios
1,paris,1,mantengamos,1,lució,1,distingo
1,café,1,sumo,1,mortalidad,1,polémica
1,definir,1,sumarnos,1,central,1,colaborar
1,c,1,espíritu,1,observando,1,colaborando
1,iñaki,1,nace,1,estilo,1,consejero
1,aguado,1,espontáneo,1,consultoria,1,generalitat
1,mediaset,1,simple,1,calidad,1,jugarán
1,telecinco,1,llanamente,1,observado,1,mirar
1,gallegas,1,abrumó,1,equivalentes,1,sanitarias
1,escucha,1,cifras,1,entra,1,importantes
1,carísimo,1,preocupe,1,extremar,1,discrepancias
1,habilita,1,preocupa,1,haz,1,crevillente
1,discrepancia,1,ocupa,1,infecta,1,unidad
1,seno,1,cueste,1,completos,1,central
1,extienda,1,moral,1,superior,1,deliberaciones
1,señor,1,golpes,1,volvemos,1,secretas
1,amas,1,jamás,1,contagiados,1,normal
1,aprovecho,1,rendimos,1,sada,1,corresponsables
1,disculparme,1,enemigo,1,joven,1,merece
1,pendiente,1,portas,1,patologías,1,trabaje
1,decirles,1,penetró,1,previas,1,invite
1,democracia,1,ciudad,1,variables,1,formaciones
1,complejo,1,pie,1,asociadas,1,políticas
1,centrarnos,1,formidable,1,paciente,1,debatiendo
1,artículos,1,intachable,1,almas,1,obligación
1,claridad,1,educativas,1,jovenes,1,salimos
1,absolutamente,1,culturales,1,queden,1,terminado
1,viana,1,entregadas,1,ingresa,1,comenzado
1,reciban,1,comunicaciones,1,uci,1,implicará
1,sepan,1,robustas,1,desgraciadamente,1,debatir
1,atienen,1,componemos,1,constatadas,1,planteó
1,ocasión,1,entereza,1,preliminares,1,aplicar
1,xunta,1,armas,1,tengamos,1,denominadas
1,lehendakari,1,pararemos,1,amplios,1,marcas
1,urcuyo,1,haremos,1,estructuras,1,separar
1,quedado,1,pasamos,1,precavido,1,graves
1,evaluar,1,turno,1,presidenta,1,leves
1,decidió,1,permiso,1,acusa,1,baja
1,proponen,1,participan,1,bloquear,1,incrementar
1,decirlo,1,cientos,1,apunta,1,enfermeras
1,pasemos,1,acto,1,mascarillas,1,prescripciones
1,pasaremos,1,agradecerles,1,ocurriendo,1,diagnósticos
1,quedamos,1,participación,1,solucionar,1,centra
1,espera,1,comprensión,1,miran,1,asistencial
1,tomen,1,llevando,1,místico,1,rica
1,actuaremos,1,formulamos,1,consta,1,retirado
1,razonable,1,efe,1,establezcan,1,confianza
1,celebrar,1,calculado,1,normativa,1,labor
1,celebración,1,soportar,1,identificar,1,públicamente
1,abril,1,arcas,1,gusta,1,estimó
1,decidan,1,toman,1,comedia,1,conformar
1,convocatoria,1,característica,1,ii,1,incrementados
1,electoral,1,específicos,1,distribuido,1,tutorías
1,hernández,1,parón,1,cajas,1,incrementando
1,margen,1,freno,1,ultimos,1,movilizando
1,amplio,1,venía,1,distribuir,1,detalla
1,endureciendo,1,creciendo,1,mazo,1,principios
1,restrictivos,1,previsión,1,llegando,1,urbana
1,logra,1,coma,1,metemos,1,sellos
1,creó,1,dependerá,1,internos,1,base
1,entienden,1,des,1,obteniendo,1,adicionales
1,toman,1,coordinar,1,distribuyendo,1,justos
1,tarden,1,atiende,1,clases,1,tomen
1,ejecutarse,1,afecta,1,generalizada,1,consideren
1,finalmente,1,lavarnos,1,global,1,usual
1,correcto,1,obra,1,productos,1,misterio
1,dimensión,1,auto,1,carece,1,apoyando
1,doctor,1,hornos,1,paliar,1,decidan
1,simón,1,desastres,1,kraken,1,estarán
1,verdaderamente,1,plaza,1,dañan,1,prometiste
1,transferencia,1,miento,1,cobi,1,cualificada
1,judío,1,subrrayarlo,1,diecinueve,1,conveniente
1,fenómeno,1,puche,1,plantearse,1,magnífico
1,evolucionando,1,motivo,1,representante,1,consejera
1,adaptar,1,broma,1,largas,1,apoyar
1,eficaces,1,pasar,1,distancias,1,proporcionándoles
1,dios,1,iban,1,calma,1,interviniendo
1,filosofía,1,guardamos,1,río,1,resolución
1,dotado,1,filosofía,1,equivoco,1,iris
1,dignos,1,corazón,1,comentando,1,cavar
1,responder,1,empleado,1,minas,1,escogido
1,desafio,1,india,1,aplicando,1,formulado
1,atienden,1,meses,1,cercana,1,responden
1,darle,1,ve,1,valora,1,vectores
1,canarias,1,afectado,1,beneficio,1,principales
1,vasco,1,encontrar,1,consideramos,1,inquietos
1,rincones,1,iguala,1,seria,1,mantendremos
1,iré,1,asumirá,1,merecería,1,técnicos
1,parlamentarias,1,sol,1,pena,1,media
1,espero,1,escuchen,1,descartando,1,comparecencias
1,operaciones,1,tura,1,propondrá,1,sala
1,contener,1,posteriormente,1,discrepancias,1,monclova
1,brevedad,1,aportar,1,incrementar,1,despedimos
1,envergadura,1,hablado,1,defiende,1,acudir
1,planteando,1,cargo,1,amplia,1,video
1,nacionales,1,empresarias,1,discrepancia,1,conferencia
1,grande,1,alquilan,1,allá,1,resto
1,exigir,1,ponernos,1,has,1,acompañado
1,extrañe,1,piel,1,detalla,1,precisamente
1,muchísima,1,impactos,1,lógicos,1,yolanda
1,damnificada,1,apareció,1,tardan,1,díaz
1,daremos,1,plural,1,desearan,,
1,hicimos,1,respaldo,1,conocida,,
1,realidades,1,italia,1,ide,,
1,surgir,1,autoridades,1,permita,,
1,decirle,1,grupo,1,blandos,,
1,pequeños,1,cree,1,detectan,,
1,medianos,1,respondiendo,1,anticuerpos,,
1,amortiguar,1,adecuadamente,1,defensas,,
1,respondido,1,amiga,1,creamos,,
1,absoluta,1,exigentes,1,sirven,,
1,científicos,1,finales,1,fase,,
1,compartimos,1,proyecto,1,inefectiva,,
1,calificado,1,compartido,1,test,,
1,obedece,1,obedecen,1,resultado,,
1,estatal,1,frena,1,fiabilidad,,
1,cooperando,1,fronterizas,1,obtención,,
1,europeos,1,territoriales,1,utilizar,,
1,íntima,1,significa,1,semanas,,
1,carretero,1,asumir,1,gestionada,,
1,pablo,1,aplazamiento,1,mecanismo,,
1,iglesias,1,deudas,1,tendremos,,
1,pedido,1,tributarias,1,claras,,
1,puente,1,suponen,1,tareas,,
1,mando,1,inyección,1,realiza,,
1,poniendo,1,catorce,1,unidad,,
1,prueba,1,damos,1,militar,,
1,coalición,1,político,1,decimosexta,,
1,ley,1,sabia,1,edición,,
1,guardar,1,damnificada,1,trenes,,
1,discreción,1,encontrará,1,jefe,,
1,confidencialidad,1,abrigo,1,laura,,
1,aportando,1,ruta,1,esté,,
1,enriquecedor,1,comunitario,1,solicitando,,
1,defina,1,fiscales,1,contrae,,
1,sosegado,1,urgencias,1,hacerla,,
1,intenso,1,abastecimiento,1,desinfectante,,
1,detallado,1,amante,1,consejo,,
1,abajo,1,médico,1,proceder,,
1,científicas,1,pasé,1,fueras,,
1,vítor,1,hagamos,1,vitoria,,
1,mirón,1,deberes,1,ayuda,,
1,abc,1,tendría,1,acá,,
1,planteado,1,revitalización,1,acuartelamiento,,
1,deliberación,1,surgió,1,prevención,,
1,miembro,1,mesa,1,localidad,,
1,control,1,programa,1,g,,
1,fuerte,1,sólido,1,instalación,,
1,nacionalización,1,fuerte,1,hospitalidad,,
1,sectores,1,atraviesa,1,exactamente,,
1,eléctrico,1,inquietud,1,diferenciados,,
1,contamos,1,formulados,1,doctor,,
1,confianza,1,minutos,1,llevo,,
1,cámara,1,punta,1,leído,,
1,mayoritaria,1,will,1,investigador,,
1,logremos,1,formula,1,alemán,,
1,t,1,confinamiento,1,genérica,,
1,v,1,cataluña,1,descubierto,,
1,ve,1,dinamita,1,neutralización,,
1,calatrava,1,generalitat,1,circulan,,
1,presiden,1,protagonistas,1,revisando,,
1,rápido,1,defenderlo,1,suficientemente,,
1,confinar,1,contenerlo,1,recibido,,
1,honorarios,1,propagar,1,referencia,,
1,experiencia,1,estemos,1,evidencia,,
1,venido,1,ministro,1,mínima,,
1,acumuladas,1,vaciamiento,1,investiga,,
1,lucha,1,científico,1,comunicarse,,
1,pared,1,seremos,1,comunicará,,
1,contenerlo,1,intervención,1,ay,,
1,posteriormente,1,fases,1,casuística,,
1,erradicación,1,tasa,1,notoria,,
1,propicia,1,incremento,1,trasladamos,,
1,mos,1,quedaron,1,relacionada,,
1,alejamiento,1,roma,1,diabético,,
1,siguió,1,enfatizó,1,régimen,,
1,supermercado,1,perfectamente,1,determinado,,
1,municipal,1,empiece,1,acompañamiento,,
1,s,1,disminuir,1,experto,,
1,garantizamos,1,empieza,1,leyes,,
1,conciudadanos,1,crecer,1,enen,,
1,vayan,1,lentamente,1,decretos,,
1,tendero,1,flecha,1,leyendo,,
1,venda,1,descienda,1,revalorar,,
1,territoriales,1,numero,1,incitó,,
1,protegerla,1,aporte,1,avistamiento,,
1,restringiendo,1,plano,1,implica,,
1,derechos,1,diez,1,transmisión,,
1,halcón,1,kitty,1,encargadas,,
1,hábitos,1,argumento,1,aló,,
1,gerona,1,poderoso,1,pensar,,
1,valle,1,obtuvo,1,sucedió,,
1,arán,1,eventual,1,error,,
1,ourense,1,fijo,1,tratáramos,,
1,lugo,1,familia,1,londinenses,,
1,juan,1,proveer,1,particulares,,
1,mari,1,suficientes,1,hallamos,,
1,medicinas,1,extendió,1,medida,,
1,cajeros,1,poderosos,1,funcionará,,
1,animal,1,ámbitos,1,español,,
1,doméstico,1,realidad,1,catorce,,
1,definitivas,1,inquilinos,1,veintiuno,,
1,cotidianas,1,propiedades,1,enseñaba,,
1,justificar,1,construimos,1,incrementando,,
1,via,1,diaria,1,merecen,,
1,publica,1,oportunidades,1,conscientes,,
1,trasladamos,1,quedado,1,hagamos,,
1,único,1,frenadas,1,emma,,
1,sabido,1,cope,1,inmejorables,,
1,noticias,1,prepararse,1,podremos,,
1,eh,1,ciudadania,1,volver,,
1,costa,1,prolongado,1,rutinaria,,
1,montaña,1,drásticas,1,pedir,,
1,podían,1,satisfecho,1,disculpas,,
1,residente,1,comportamiento,1,discapacitado,,
1,playa,1,comprometidos,1,términos,,
1,terraza,1,trasladamos,1,adoptar,,
1,estación,1,duras,1,salida,,
1,esquí,1,presentaron,1,pretender,,
1,autónoma,1,vuelta,1,trasladarse,,
1,potenciales,1,constitucionalmente,1,segundas,,
1,hacía,1,comparecer,1,savia,,
1,referencia,1,congreso,1,reforzar,,
1,quejándonos,1,representan,1,sistemas,,
1,leyendo,1,aprovechar,1,aspectos,,
1,televisión,1,tomando,1,fiesta,,
1,estando,1,ánimo,1,mantenerse,,
1,quehacer,1,significará,1,criterios,,
1,limitado,1,recuperamos,1,verano,,
1,proximos,1,volvemos,1,cerró,,
1,disciplinados,1,quehaceres,1,imprescindibles,,
1,ganaremos,1,diarios,1,adiós,,
1,expansión,1,volcán,1,haremos,,
1,mozambique,1,sentimos,1,controles,,
1,atribuyen,1,orgullosos,1,necesarios,,
1,semana,1,obras,1,establecidas,,
1,especificando,1,llevan,1,rol,,
1,esperado,1,presión,1,manejo,,
1,aplicar,1,estrés,1,querían,,
1,determinar,1,hacerles,1,regresar,,
1,presencial,1,partícipes,1,saturación,,
1,precaución,1,partido,1,líneas,,
1,estarían,1,crecientes,1,imposibilidad,,
1,notables,1,económicosocial,1,acoger,,
1,cuarentena,1,provenientes,1,espacio,,
1,consejos,1,revaluar,1,enviarles,,
1,máximas,1,balada,1,recordarle,,
1,positivo,1,criterios,1,circulando,,
1,test,1,consideración,1,colocar,,
1,socialmente,1,rendir,1,serie,,
1,hallado,1,tributo,1,comedias,,
1,igualdad,1,centro,1,imágenes,,
1,política,1,alertas,1,pretende,,
1,acudir,1,emergencias,1,repatriar,,
1,celebrarlo,1,simón,1,siquiera,,
1,vicepresidentes,1,equipo,1,aterrizar,,
1,suele,1,informativa,1,apoyar,,
1,transparente,1,imprescindible,1,ingente,,
1,diáfano,1,diria,1,montón,,
1,minuto,1,asesoramiento,1,muchísimas,,
1,aprovechó,1,eficaz,1,embajadas,,
1,desafío,1,contención,1,repatriación,,
1,salgamos,1,casas,1,aéreas,,
1,conjuntamente,1,hogares,1,entendiendo,,
1,luca,1,comprender,1,actitud,,
1,maestro,1,individualmente,1,absolutamente,,
1,voluntad,1,formulado,1,favorable,,
1,lograrlo,1,coincidentes,1,fat,,
1,novia,1,combinadas,1,tratan,,
1,comunicar,1,alan,1,ministra,,
1,hablé,1,prevista,1,paciencia,,
1,fed,1,flexibilizar,1,instrumental,,
1,alguien,1,entrada,1,soluciones,,
1,hable,1,lugares,1,respecta,,
1,federación,1,destinados,1,concentran,,
1,animo,1,compra,1,entró,,
1,inquietudes,1,ordenadores,1,pura,,
1,suministrar,1,fomentar,1,relación,,
1,iniciativas,1,diría,1,através,,
1,consideran,1,previsiones,1,diplomática,,
1,positivas,1,clara,1,contestar,,
1,formaciones,1,destrucción,1,uu,,
1,nación,1,racialmente,1,incrementado,,
1,aplico,1,próximas,1,sanciones,,
1,empáticos,1,interés,1,apelan,,
1,videoconferencia,1,presentar,1,afluencia,,
1,coordinado,1,venció,1,compatibles,,
1,yang,1,escobilla,1,ambas,,
1,pusimos,1,situarnos,1,informaciones,,
1,aplazamiento,1,mirando,1,distinto,,
1,pago,1,futuro,1,montazo,,
1,deudas,1,olvidando,1,nomo,,
1,tributarias,1,desgraciado,1,anda,,
1,antenas,1,formulan,1,supo,,
1,pequeñas,1,demasiadas,1,estadísticos,,
1,medianas,1,preguntar,1,concretos,,
1,implicaba,1,ajena,1,tengan,,
1,inyección,1,concreto,1,bretaña,,
1,catorce,1,conocido,1,frondas,,
1,millones,1,previo,1,pedagogía,,
1,euros,1,opina,1,debate,,
1,cosa,1,ocurrido,1,mano,,
1,quemaste,1,conoces,1,creemos,,
1,sufrir,1,previamente,1,hordas,,
1,beatriz,1,sobresaltado,1,cumplirlo,,
1,fernández,1,juicio,1,pueblo,,
1,press,1,único,1,lógicamente,,
1,probables,1,tomada,1,acabar,,
1,deba,1,rey,1,quieras,,
1,progrese,1,sexto,1,añadir,,
1,allá,1,apoyos,1,despedimos,,
1,puesto,1,coherente,1,hicimos,,
1,fundamentalmente,1,tendentes,1,pantalla,,
1,indispensables,1,reinado,1,paramos,,
1,esperamos,1,ii,1,participantes,,
1,senda,1,aman,1,encarga,,
1,asesoramiento,1,impulsando,1,análisis,,
1,realmente,1,preguntan,1,pandemia,,
1,esperemos,1,onda,1,curva,,
1,decretar,1,hilo,1,elaborada,,
1,tardaremos,1,conductor,1,comenzaron,,
1,corresponsal,1,niñas,1,preguntado,,
1,internacional,1,solventado,1,hacernos,,
1,lemon,1,internas,1,descontrolados,,
1,sandy,1,surgidas,1,pública,,
1,moderno,1,unidas,1,próximas,,
1,discrepancias,1,pactar,1,conocido,,
1,expliquen,1,matarnos,1,desinfectar,,
1,retraso,1,visto,1,instalaciones,,
1,insiste,1,preciado,,,,
1,aprobada,1,soltura,,,,
1,significan,1,café,,,,
1,quita,1,implicar,,,,
1,escala,1,humo,,,,
1,cálculo,1,presupuestario,,,,
1,plantea,1,revitalizar,,,,
1,periodista,1,oportunidad,,,,
1,francés,1,celebrar,,,,
1,monde,1,video,,,,
1,digamos,1,conferencia,,,,
1,determinado,1,insisten,,,,
1,comenzó,1,involucrar,,,,
1,específicas,1,instrumentos,,,,
1,planteamiento,1,vano,,,,
1,aprobación,1,eh,,,,
1,ciento,1,demonios,,,,
1,dieciseis,1,política,,,,
1,dotar,1,sacaron,,,,
1,solución,1,comparte,,,,
1,diciendo,1,hubiera,,,,
1,ciudadana,1,plurales,,,,
1,plus,1,problema,,,,
1,ampliar,1,realidades,,,,
1,contacto,1,abortar,,,,
1,compatriotas,1,ejecutivo,,,,
1,portadores,1,desafió,,,,
1,coronarios,1,grande,,,,
1,practicando,1,fórmula,,,,
1,palancas,1,unen,,,,
1,contundente,1,tuvimos,,,,
1,finalizar,1,cenar,,,,
1,ayudas,1,acabar,,,,
1,llegan,1,derrotar,,,,
1,decenas,1,habido,,,,
1,periodistas,1,grupos,,,,
1,quise,1,reprochado,,,,
1,miles,1,quepis,,,,
1,volverte,1,durará,,,,
1,inquieto,1,coloquialmente,,,,
1,insulares,1,prudentemente,,,,
1,baleares,1,órgano,,,,
1,canales,1,colegiado,,,,
1,preguntan,1,pedagógica,,,,
1,salido,1,calle,,,,
1,laborales,1,liberación,,,,
1,vacacionales,1,reconocidos,,,,
1,tengan,1,pretendido,,,,
1,regresar,1,guardar,,,,
1,sometido,1,desequilibrio,,,,
1,exigencias,1,equilibrio,,,,
1,decidido,1,respetar,,,,
1,obligados,1,afortunadamente,,,,
1,comida,1,nación,,,,
1,medicamentos,1,beneficiamos,,,,
1,ayudar,1,plantea,,,,
1,discapacitado,1,actuado,,,,
1,efectivamente,1,minuto,,,,
1,ocurrir,1,ayuntamiento,,,,
1,metropolitanas,1,diputación,,,,
1,influjo,1,cabildo,,,,
1,león,1,conceizao,,,,
1,mauricio,1,muni,,,,
1,mancha,1,autónoma,,,,
1,aragón,1,tomado,,,,
1,utilizar,1,rotunda,,,,
1,desplazarse,1,hayamos,,,,
1,privado,1,discrepancia,,,,
1,compartir,1,equipos,,,,
1,rato,1,consejerías,,,,
1,mascota,1,contrario,,,,
1,tendremos,1,reconocemos,,,,
1,oh,1,pese,,,,
1,juntos,1,perspectivas,,,,
1,compañías,1,agradecemos,,,,
1,aéreas,1,perros,,,,
1,restrinjan,1,ideología,,,,
1,cincuenta,1,pertenezca,,,,
1,significa,1,segoviano,,,,
1,enfermado,1,actuando,,,,
1,pude,1,críticas,,,,
1,desuso,1,intensas,,,,
1,enfermo,1,acabo,,,,
1,cayó,1,colgar,,,,
1,ife,1,teléfono,,,,
1,disfrutar,1,república,,,,
1,fiesta,1,popular,,,,
1,producirá,1,china,,,,
1,sofista,1,estuve,,,,
1,dure,1,desafio,,,,
1,sometidos,1,extraordinaria,,,,
1,formulamos,1,unido,,,,
1,llegada,1,delibera,,,,
1,cristina,1,decide,,,,
1,independiente,1,tranquilidad,,,,
1,toca,1,refirió,,,,
1,punto,1,estación,,,,
1,clave,1,consiga,,,,
1,preguntando,1,impiden,,,,
1,controlar,1,independiente,,,,
1,salten,1,chino,,,,
1,manos,1,queríamos,,,,
1,policia,1,acusado,,,,
1,local,1,luchar,,,,
1,policías,1,chi,,,,
1,instancia,1,precisamente,,,,
1,gustaria,1,elementos,,,,
1,jamás,1,conversación,,,,
1,subconsciente,1,finalizamos,,,,
1,mayoría,1,internacional,,,,
1,convertirse,1,bloomberg,,,,
1,actor,1,television,,,,
1,principal,1,rodrigo,,,,
1,protagonista,1,francés,,,,
1,mayoria,1,colonia,,,,
1,querer,1,italiano,,,,
1,escupir,1,contemplando,,,,
1,auto,1,eros,,,,
1,impuesto,1,estaria,,,,
1,acabar,1,dispuesta,,,,
1,recuperar,1,similar,,,,
,,1,hiciese,,,,
,,1,vio,,,,
,,1,obvio,,,,
,,1,vencerla,,,,
,,1,durar,,,,
,,1,intensa,,,,
,,1,corta,,,,
,,1,planteando,,,,
,,1,asunción,,,,
,,1,asimilación,,,,
,,1,damnificados,,,,
,,1,cierre,,,,
,,1,verse,,,,
,,1,desatendidos,,,,
,,1,miedo,,,,
,,1,asume,,,,
,,1,vendrá,,,,
,,1,pedir,,,,
,,1,perspectiva,,,,
,,1,agrupar,,,,
,,1,garantizados,,,,
,,1,definitivo,,,,
,,1,publique,,,,
,,1,boletín,,,,
,,1,oficial,,,,
,,1,particularidades,,,,
,,1,técnicas,,,,
,,1,cesio,,,,
,,1,hacía,,,,
,,1,retribución,,,,
,,1,contar,,,,
,,1,difícilmente,,,,
,,1,certeza,,,,
,,1,abriéndolos,,,,
,,1,robándoles,,,,
,,1,esperamos,,,,
,,1,gasto,,,,
,,1,interno,,,,
,,1,procedente,,,,
,,1,ponemos,,,,
,,1,empatía,,,,
,,1,compatriota,,,,
,,1,duro,,,,
,,1,ok,,,,
,,1,inquilino,,,,
,,1,propietario,,,,
,,1,respire,,,,
,,1,palpa,,,,
,,1,convencido,,,,
,,1,tardes,,,,
,,1,participantes,,,,
